धातु	गण	उपग्रह	लकार	पुरुष	वचनम्	रूपम्
क्षिप्	दिवादि	परस्मैपद	लृट्	प्रथम	एक	क्षेप्स्यति
क्षिप्	दिवादि	परस्मैपद	लृट्	प्रथम	द्वि	क्षेप्स्यतः
क्षिप्	दिवादि	परस्मैपद	लृट्	प्रथम	बहु	क्षेप्स्यन्ति
क्षिप्	दिवादि	परस्मैपद	लृट्	मध्यम	एक	क्षेप्स्यसि
क्षिप्	दिवादि	परस्मैपद	लृट्	मध्यम	द्वि	क्षेप्स्यथः
क्षिप्	दिवादि	परस्मैपद	लृट्	मध्यम	बहु	क्षेप्स्यथ
क्षिप्	दिवादि	परस्मैपद	लृट्	उत्तम	एक	क्षेप्स्यामि
क्षिप्	दिवादि	परस्मैपद	लृट्	उत्तम	द्वि	क्षेप्स्यावः
क्षिप्	दिवादि	परस्मैपद	लृट्	उत्तम	बहु	क्षेप्स्यामः
क्षिप्	दिवादि	परस्मैपद	लुट्	प्रथम	एक	क्षेप्ता
क्षिप्	दिवादि	परस्मैपद	लुट्	प्रथम	द्वि	क्षेप्तारौ
क्षिप्	दिवादि	परस्मैपद	लुट्	प्रथम	बहु	क्षेप्तारः
क्षिप्	दिवादि	परस्मैपद	लुट्	मध्यम	एक	क्षेप्तासि
क्षिप्	दिवादि	परस्मैपद	लुट्	मध्यम	द्वि	क्षेप्तास्थः
क्षिप्	दिवादि	परस्मैपद	लुट्	मध्यम	बहु	क्षेप्तास्थ
क्षिप्	दिवादि	परस्मैपद	लुट्	उत्तम	एक	क्षेप्तास्मि
क्षिप्	दिवादि	परस्मैपद	लुट्	उत्तम	द्वि	क्षेप्तास्वः
क्षिप्	दिवादि	परस्मैपद	लुट्	उत्तम	बहु	क्षेप्तास्मः
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	क्षिप्यात्
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	क्षिप्यास्ताम्
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	क्षिप्यासुः
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	क्षिप्याः
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	क्षिप्यास्तम्
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	क्षिप्यास्त
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	क्षिप्यासम्
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	क्षिप्यास्व
क्षिप्	दिवादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	क्षिप्यास्म
क्षिप्	दिवादि	परस्मैपद	लृङ्	प्रथम	एक	अक्षेप्स्यत्
क्षिप्	दिवादि	परस्मैपद	लृङ्	प्रथम	द्वि	अक्षेप्स्यताम्
क्षिप्	दिवादि	परस्मैपद	लृङ्	प्रथम	बहु	अक्षेप्स्यन्
क्षिप्	दिवादि	परस्मैपद	लृङ्	मध्यम	एक	अक्षेप्स्यः
क्षिप्	दिवादि	परस्मैपद	लृङ्	मध्यम	द्वि	अक्षेप्स्यतम्
क्षिप्	दिवादि	परस्मैपद	लृङ्	मध्यम	बहु	अक्षेप्स्यत
क्षिप्	दिवादि	परस्मैपद	लृङ्	उत्तम	एक	अक्षेप्स्यम्
क्षिप्	दिवादि	परस्मैपद	लृङ्	उत्तम	द्वि	अक्षेप्स्याव
क्षिप्	दिवादि	परस्मैपद	लृङ्	उत्तम	बहु	अक्षेप्स्याम
क्षिप्	दिवादि	परस्मैपद	लिट्	प्रथम	एक	चिक्षेप
क्षिप्	दिवादि	परस्मैपद	लिट्	प्रथम	द्वि	चिक्षिपतुः
क्षिप्	दिवादि	परस्मैपद	लिट्	प्रथम	बहु	चिक्षिपुः
क्षिप्	दिवादि	परस्मैपद	लिट्	मध्यम	एक	चिक्षेपिथ
क्षिप्	दिवादि	परस्मैपद	लिट्	मध्यम	द्वि	चिक्षिपथुः
क्षिप्	दिवादि	परस्मैपद	लिट्	मध्यम	बहु	चिक्षिप
क्षिप्	दिवादि	परस्मैपद	लिट्	उत्तम	एक	चिक्षेप
क्षिप्	दिवादि	परस्मैपद	लिट्	उत्तम	द्वि	चिक्षिपिव
क्षिप्	दिवादि	परस्मैपद	लिट्	उत्तम	बहु	चिक्षिपिम
क्षिप्	दिवादि	परस्मैपद	लुङ्	प्रथम	एक	अक्षिपत्
क्षिप्	दिवादि	परस्मैपद	लुङ्	प्रथम	द्वि	अक्षिपताम्
क्षिप्	दिवादि	परस्मैपद	लुङ्	प्रथम	बहु	अक्षिपन्
क्षिप्	दिवादि	परस्मैपद	लुङ्	मध्यम	एक	अक्षिपः
क्षिप्	दिवादि	परस्मैपद	लुङ्	मध्यम	द्वि	अक्षिपतम्
क्षिप्	दिवादि	परस्मैपद	लुङ्	मध्यम	बहु	अक्षिपत
क्षिप्	दिवादि	परस्मैपद	लुङ्	उत्तम	एक	अक्षिपम्
क्षिप्	दिवादि	परस्मैपद	लुङ्	उत्तम	द्वि	अक्षिपाव
क्षिप्	दिवादि	परस्मैपद	लुङ्	उत्तम	बहु	अक्षिपाम
आप्	स्वादि	परस्मैपद	लट्	प्रथम	एक	आप्नोति
आप्	स्वादि	परस्मैपद	लट्	प्रथम	द्वि	आप्नुतः
आप्	स्वादि	परस्मैपद	लट्	प्रथम	बहु	आप्नुवन्ति
आप्	स्वादि	परस्मैपद	लट्	मध्यम	एक	आप्नोषि
आप्	स्वादि	परस्मैपद	लट्	मध्यम	द्वि	आप्नुथः
आप्	स्वादि	परस्मैपद	लट्	मध्यम	बहु	आप्नुथ
आप्	स्वादि	परस्मैपद	लट्	उत्तम	एक	आप्नोमि
आप्	स्वादि	परस्मैपद	लट्	उत्तम	द्वि	आप्नुमः
आप्	स्वादि	परस्मैपद	लट्	उत्तम	बहु	आप्नुमः
आप्	स्वादि	परस्मैपद	लोट्	प्रथम	एक	आप्नोतु
आप्	स्वादि	परस्मैपद	लोट्	प्रथम	द्वि	आप्नुतः
आप्	स्वादि	परस्मैपद	लोट्	प्रथम	बहु	आप्नुवन्तु
आप्	स्वादि	परस्मैपद	लोट्	मध्यम	एक	आप्नुहि
आप्	स्वादि	परस्मैपद	लोट्	मध्यम	द्वि	आप्नुतम्
आप्	स्वादि	परस्मैपद	लोट्	मध्यम	बहु	आप्नुत
आप्	स्वादि	परस्मैपद	लोट्	उत्तम	एक	आप्नोमि
आप्	स्वादि	परस्मैपद	लोट्	उत्तम	द्वि	आप्नुवः
आप्	स्वादि	परस्मैपद	लोट्	उत्तम	बहु	आप्नुमः
आप्	स्वादि	परस्मैपद	लङ्	प्रथम	एक	आप्नोत्
आप्	स्वादि	परस्मैपद	लङ्	प्रथम	द्वि	आप्नुताम्
आप्	स्वादि	परस्मैपद	लङ्	प्रथम	बहु	आप्नुवन्
आप्	स्वादि	परस्मैपद	लङ्	मध्यम	एक	आप्नोः
आप्	स्वादि	परस्मैपद	लङ्	मध्यम	द्वि	आप्नुतम्
आप्	स्वादि	परस्मैपद	लङ्	मध्यम	बहु	आप्नुत
आप्	स्वादि	परस्मैपद	लङ्	उत्तम	एक	आप्नवम्
आप्	स्वादि	परस्मैपद	लङ्	उत्तम	द्वि	आप्नुव
आप्	स्वादि	परस्मैपद	लङ्	उत्तम	बहु	आप्नुम
आप्	स्वादि	परस्मैपद	विधिलिङ्	प्रथम	एक	आप्नुयात्
आप्	स्वादि	परस्मैपद	विधिलिङ्	प्रथम	द्वि	आप्नुयाताम्
आप्	स्वादि	परस्मैपद	विधिलिङ्	प्रथम	बहु	आप्नुयुः
आप्	स्वादि	परस्मैपद	विधिलिङ्	मध्यम	एक	आप्नुयाः
आप्	स्वादि	परस्मैपद	विधिलिङ्	मध्यम	द्वि	आप्नुयातम्
आप्	स्वादि	परस्मैपद	विधिलिङ्	मध्यम	बहु	आप्नुयात
आप्	स्वादि	परस्मैपद	विधिलिङ्	उत्तम	एक	आप्नुयाम्
आप्	स्वादि	परस्मैपद	विधिलिङ्	उत्तम	द्वि	आप्नुयाव
आप्	स्वादि	परस्मैपद	विधिलिङ्	उत्तम	बहु	आप्नुयाम
आप्	स्वादि	परस्मैपद	लृट्	प्रथम	एक	आप्स्यति
आप्	स्वादि	परस्मैपद	लृट्	प्रथम	द्वि	आप्स्यतः
आप्	स्वादि	परस्मैपद	लृट्	प्रथम	बहु	आप्स्यन्ति
आप्	स्वादि	परस्मैपद	लृट्	मध्यम	एक	आप्स्यसि
आप्	स्वादि	परस्मैपद	लृट्	मध्यम	द्वि	आप्स्यथः
आप्	स्वादि	परस्मैपद	लृट्	मध्यम	बहु	आप्स्यथ
आप्	स्वादि	परस्मैपद	लृट्	उत्तम	एक	आप्स्यामि
आप्	स्वादि	परस्मैपद	लृट्	उत्तम	द्वि	आप्स्यावः
आप्	स्वादि	परस्मैपद	लृट्	उत्तम	बहु	आप्स्यामः
आप्	स्वादि	परस्मैपद	लुट्	प्रथम	एक	आप्ता
आप्	स्वादि	परस्मैपद	लुट्	प्रथम	द्वि	आप्तारौ
आप्	स्वादि	परस्मैपद	लुट्	प्रथम	बहु	आप्तारः
आप्	स्वादि	परस्मैपद	लुट्	मध्यम	एक	आप्तासि
आप्	स्वादि	परस्मैपद	लुट्	मध्यम	द्वि	आप्तास्थः
आप्	स्वादि	परस्मैपद	लुट्	मध्यम	बहु	आप्तास्थ
आप्	स्वादि	परस्मैपद	लुट्	उत्तम	एक	आप्तास्मि
आप्	स्वादि	परस्मैपद	लुट्	उत्तम	द्वि	आप्तास्वः
आप्	स्वादि	परस्मैपद	लुट्	उत्तम	बहु	आप्तास्मः
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	आप्यात्
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	आप्यास्ताम्
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	आप्यासुः
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	आप्याः
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	आप्यास्तम्
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	आप्यास्त
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	आप्यासम्
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	आप्यास्व
आप्	स्वादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	आप्यास्म
आप्	स्वादि	परस्मैपद	लृङ्	प्रथम	एक	आप्स्यत्
आप्	स्वादि	परस्मैपद	लृङ्	प्रथम	द्वि	आप्स्यताम्
आप्	स्वादि	परस्मैपद	लृङ्	प्रथम	बहु	आप्स्यन्
आप्	स्वादि	परस्मैपद	लृङ्	मध्यम	एक	आप्स्यः
आप्	स्वादि	परस्मैपद	लृङ्	मध्यम	द्वि	आप्स्यतम्
आप्	स्वादि	परस्मैपद	लृङ्	मध्यम	बहु	आप्स्यत
आप्	स्वादि	परस्मैपद	लृङ्	उत्तम	एक	आप्स्यम्
आप्	स्वादि	परस्मैपद	लृङ्	उत्तम	द्वि	आप्स्याव
आप्	स्वादि	परस्मैपद	लृङ्	उत्तम	बहु	आप्स्याम
आप्	स्वादि	परस्मैपद	लिट्	प्रथम	एक	आप
आप्	स्वादि	परस्मैपद	लिट्	प्रथम	द्वि	आपतुः
आप्	स्वादि	परस्मैपद	लिट्	प्रथम	बहु	आपुः
आप्	स्वादि	परस्मैपद	लिट्	मध्यम	एक	आपिथ
आप्	स्वादि	परस्मैपद	लिट्	मध्यम	द्वि	आपथुः
आप्	स्वादि	परस्मैपद	लिट्	मध्यम	बहु	आप
आप्	स्वादि	परस्मैपद	लिट्	उत्तम	एक	आप
आप्	स्वादि	परस्मैपद	लिट्	उत्तम	द्वि	आपिव
आप्	स्वादि	परस्मैपद	लिट्	उत्तम	बहु	आपिम
आप्	स्वादि	परस्मैपद	लुङ्	प्रथम	एक	आपत्
आप्	स्वादि	परस्मैपद	लुङ्	प्रथम	द्वि	आपताम्
आप्	स्वादि	परस्मैपद	लुङ्	प्रथम	बहु	आपन्
आप्	स्वादि	परस्मैपद	लुङ्	मध्यम	एक	आपः
आप्	स्वादि	परस्मैपद	लुङ्	मध्यम	द्वि	आपतम्
आप्	स्वादि	परस्मैपद	लुङ्	मध्यम	बहु	आपत
आप्	स्वादि	परस्मैपद	लुङ्	उत्तम	एक	आपम्
आप्	स्वादि	परस्मैपद	लुङ्	उत्तम	द्वि	आपाव
आप्	स्वादि	परस्मैपद	लुङ्	उत्तम	बहु	आपाम
लिख्	तुदादि	परस्मैपद	लट्	प्रथम	एक	लिखति
लिख्	तुदादि	परस्मैपद	लट्	प्रथम	द्वि	लिखतः
लिख्	तुदादि	परस्मैपद	लट्	प्रथम	बहु	लिखन्ति
लिख्	तुदादि	परस्मैपद	लट्	मध्यम	एक	लिखसि
लिख्	तुदादि	परस्मैपद	लट्	मध्यम	द्वि	लिखथः
लिख्	तुदादि	परस्मैपद	लट्	मध्यम	बहु	लिखथ
लिख्	तुदादि	परस्मैपद	लट्	उत्तम	एक	लिखामि
लिख्	तुदादि	परस्मैपद	लट्	उत्तम	द्वि	लिखावः
लिख्	तुदादि	परस्मैपद	लट्	उत्तम	बहु	लिखामः
लिख्	तुदादि	परस्मैपद	लोट्	प्रथम	एक	लिखतु
लिख्	तुदादि	परस्मैपद	लोट्	प्रथम	द्वि	लिखताम्
लिख्	तुदादि	परस्मैपद	लोट्	प्रथम	बहु	लिखन्तु
लिख्	तुदादि	परस्मैपद	लोट्	मध्यम	एक	लिख
लिख्	तुदादि	परस्मैपद	लोट्	मध्यम	द्वि	लिखतम्
लिख्	तुदादि	परस्मैपद	लोट्	मध्यम	बहु	लिखत
लिख्	तुदादि	परस्मैपद	लोट्	उत्तम	एक	लिखानि
लिख्	तुदादि	परस्मैपद	लोट्	उत्तम	द्वि	लिखाव
लिख्	तुदादि	परस्मैपद	लोट्	उत्तम	बहु	लिखाम
लिख्	तुदादि	परस्मैपद	लङ्	प्रथम	एक	अलिखत्
लिख्	तुदादि	परस्मैपद	लङ्	प्रथम	द्वि	अलिखताम्
लिख्	तुदादि	परस्मैपद	लङ्	प्रथम	बहु	अलिखन्
लिख्	तुदादि	परस्मैपद	लङ्	मध्यम	एक	अलिखः
लिख्	तुदादि	परस्मैपद	लङ्	मध्यम	द्वि	अलिखतम्
लिख्	तुदादि	परस्मैपद	लङ्	मध्यम	बहु	अलिखत
लिख्	तुदादि	परस्मैपद	लङ्	उत्तम	एक	अलिखम्
लिख्	तुदादि	परस्मैपद	लङ्	उत्तम	द्वि	अलिखाव
लिख्	तुदादि	परस्मैपद	लङ्	उत्तम	बहु	अलिखाम
लिख्	तुदादि	परस्मैपद	विधिलिङ्	प्रथम	एक	लिखेत्
लिख्	तुदादि	परस्मैपद	विधिलिङ्	प्रथम	द्वि	लिखेताम्
लिख्	तुदादि	परस्मैपद	विधिलिङ्	प्रथम	बहु	लिखेयुः
लिख्	तुदादि	परस्मैपद	विधिलिङ्	मध्यम	एक	लिखेः
लिख्	तुदादि	परस्मैपद	विधिलिङ्	मध्यम	द्वि	लिखेतम्
लिख्	तुदादि	परस्मैपद	विधिलिङ्	मध्यम	बहु	लिखेत
लिख्	तुदादि	परस्मैपद	विधिलिङ्	उत्तम	एक	लिखेयम्
लिख्	तुदादि	परस्मैपद	विधिलिङ्	उत्तम	द्वि	लिखेव
लिख्	तुदादि	परस्मैपद	विधिलिङ्	उत्तम	बहु	लिखेम
लिख्	तुदादि	परस्मैपद	लृट्	प्रथम	एक	लेखिष्यति
लिख्	तुदादि	परस्मैपद	लृट्	प्रथम	द्वि	लेखिष्यतः
लिख्	तुदादि	परस्मैपद	लृट्	प्रथम	बहु	लेखिष्यन्ति
लिख्	तुदादि	परस्मैपद	लृट्	मध्यम	एक	लेखिष्यसि
लिख्	तुदादि	परस्मैपद	लृट्	मध्यम	द्वि	लेखिष्यथः
लिख्	तुदादि	परस्मैपद	लृट्	मध्यम	बहु	लेखिष्यथ
लिख्	तुदादि	परस्मैपद	लृट्	उत्तम	एक	लेखिष्यामि
लिख्	तुदादि	परस्मैपद	लृट्	उत्तम	द्वि	लेखिष्यावः
लिख्	तुदादि	परस्मैपद	लृट्	उत्तम	बहु	लेखिष्यामः
लिख्	तुदादि	परस्मैपद	लुट्	प्रथम	एक	लेखिता
लिख्	तुदादि	परस्मैपद	लुट्	प्रथम	द्वि	लेखितारौ
लिख्	तुदादि	परस्मैपद	लुट्	प्रथम	बहु	लेखितारः
लिख्	तुदादि	परस्मैपद	लुट्	मध्यम	एक	लेखितासि
लिख्	तुदादि	परस्मैपद	लुट्	मध्यम	द्वि	लेखितास्थः
लिख्	तुदादि	परस्मैपद	लुट्	मध्यम	बहु	लेखितास्थ
लिख्	तुदादि	परस्मैपद	लुट्	उत्तम	एक	लेखितास्मि
लिख्	तुदादि	परस्मैपद	लुट्	उत्तम	द्वि	लेखितास्वः
लिख्	तुदादि	परस्मैपद	लुट्	उत्तम	बहु	लेखितास्मः
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	लिख्यात्
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	लिख्यास्ताम्
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	लिख्यासुः
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	लिख्याः
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	लिख्यास्तम्
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	लिख्यास्त
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	लिख्यासम्
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	लिख्यास्व
लिख्	तुदादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	लिख्यास्म
लिख्	तुदादि	परस्मैपद	लृङ्	प्रथम	एक	अलेखिष्यत्
लिख्	तुदादि	परस्मैपद	लृङ्	प्रथम	द्वि	अलेखिष्यताम्
लिख्	तुदादि	परस्मैपद	लृङ्	प्रथम	बहु	अलेखिष्यन्
लिख्	तुदादि	परस्मैपद	लृङ्	मध्यम	एक	अलेखिष्यः
लिख्	तुदादि	परस्मैपद	लृङ्	मध्यम	द्वि	अलेखिष्यातम्
लिख्	तुदादि	परस्मैपद	लृङ्	मध्यम	बहु	अलेखिष्यत
लिख्	तुदादि	परस्मैपद	लृङ्	उत्तम	एक	अलेखिष्यम्
लिख्	तुदादि	परस्मैपद	लृङ्	उत्तम	द्वि	अलेखिष्याव
लिख्	तुदादि	परस्मैपद	लृङ्	उत्तम	बहु	अलेखिष्याम
लिख्	तुदादि	परस्मैपद	लिट्	प्रथम	एक	लिलेख
लिख्	तुदादि	परस्मैपद	लिट्	प्रथम	द्वि	लिलेखतुः
लिख्	तुदादि	परस्मैपद	लिट्	प्रथम	बहु	लिलिखुः
लिख्	तुदादि	परस्मैपद	लिट्	मध्यम	एक	लिलेखिथ
लिख्	तुदादि	परस्मैपद	लिट्	मध्यम	द्वि	लिलेखथुः
लिख्	तुदादि	परस्मैपद	लिट्	मध्यम	बहु	लिलिष
लिख्	तुदादि	परस्मैपद	लिट्	उत्तम	एक	लिलेख
लिख्	तुदादि	परस्मैपद	लिट्	उत्तम	द्वि	लिलिखिव
लिख्	तुदादि	परस्मैपद	लिट्	उत्तम	बहु	लिलिखिम
लिख्	तुदादि	परस्मैपद	लुङ्	प्रथम	एक	अलेखीत्
लिख्	तुदादि	परस्मैपद	लुङ्	प्रथम	द्वि	अलेखिष्टाम्
लिख्	तुदादि	परस्मैपद	लुङ्	प्रथम	बहु	अलेखिषुः
लिख्	तुदादि	परस्मैपद	लुङ्	मध्यम	एक	अलेखीः
लिख्	तुदादि	परस्मैपद	लुङ्	मध्यम	द्वि	अलेखिष्टम्
लिख्	तुदादि	परस्मैपद	लुङ्	मध्यम	बहु	अलेखिष्ट
लिख्	तुदादि	परस्मैपद	लुङ्	उत्तम	एक	अलेखिषम्
लिख्	तुदादि	परस्मैपद	लुङ्	उत्तम	द्वि	अलेखिष्व
लिख्	तुदादि	परस्मैपद	लुङ्	उत्तम	बहु	अलेखिष्म
युज्	रुधादि	परस्मैपद	लट्	प्रथम	एक	युनक्ति
युज्	रुधादि	परस्मैपद	लट्	प्रथम	द्वि	युङ्क्तः
युज्	रुधादि	परस्मैपद	लट्	प्रथम	बहु	युञ्जन्ति
युज्	रुधादि	परस्मैपद	लट्	मध्यम	एक	युनक्षि
युज्	रुधादि	परस्मैपद	लट्	मध्यम	द्वि	युङ्क्थः
युज्	रुधादि	परस्मैपद	लट्	मध्यम	बहु	युङ्क्थ
युज्	रुधादि	परस्मैपद	लट्	उत्तम	एक	युनज्मि
युज्	रुधादि	परस्मैपद	लट्	उत्तम	द्वि	युञ्ज्वः
युज्	रुधादि	परस्मैपद	लट्	उत्तम	बहु	युञ्ज्मः
युज्	रुधादि	परस्मैपद	लोट्	प्रथम	एक	युनक्तु
युज्	रुधादि	परस्मैपद	लोट्	प्रथम	द्वि	युङ्क्ताम्
युज्	रुधादि	परस्मैपद	लोट्	प्रथम	बहु	युञ्जन्तु
युज्	रुधादि	परस्मैपद	लोट्	मध्यम	एक	युङ्ग्धि
युज्	रुधादि	परस्मैपद	लोट्	मध्यम	द्वि	युङ्क्तम्
युज्	रुधादि	परस्मैपद	लोट्	मध्यम	बहु	युङ्क्त
युज्	रुधादि	परस्मैपद	लोट्	उत्तम	एक	युनजानि
युज्	रुधादि	परस्मैपद	लोट्	उत्तम	द्वि	युनजाव
युज्	रुधादि	परस्मैपद	लोट्	उत्तम	बहु	युनजाम
युज्	रुधादि	परस्मैपद	लङ्	प्रथम	एक	अयुनक्
युज्	रुधादि	परस्मैपद	लङ्	प्रथम	द्वि	अयुङ्क्ताम्
युज्	रुधादि	परस्मैपद	लङ्	प्रथम	बहु	अयुञ्जन्
युज्	रुधादि	परस्मैपद	लङ्	मध्यम	एक	अयुनक्
युज्	रुधादि	परस्मैपद	लङ्	मध्यम	द्वि	अयुङ्क्तम्
युज्	रुधादि	परस्मैपद	लङ्	मध्यम	बहु	अयुङ्क्त
युज्	रुधादि	परस्मैपद	लङ्	उत्तम	एक	अयुनजम्
युज्	रुधादि	परस्मैपद	लङ्	उत्तम	द्वि	अयुञ्ज्व
युज्	रुधादि	परस्मैपद	लङ्	उत्तम	बहु	अयुञ्ज्म
युज्	रुधादि	परस्मैपद	विधिलिङ्	प्रथम	एक	युञ्ज्यात्
युज्	रुधादि	परस्मैपद	विधिलिङ्	प्रथम	द्वि	युञ्ज्याताम्
युज्	रुधादि	परस्मैपद	विधिलिङ्	प्रथम	बहु	युञ्ज्युः
युज्	रुधादि	परस्मैपद	विधिलिङ्	मध्यम	एक	युञ्ज्याः
युज्	रुधादि	परस्मैपद	विधिलिङ्	मध्यम	द्वि	युञ्ज्यातम्
युज्	रुधादि	परस्मैपद	विधिलिङ्	मध्यम	बहु	युञ्ज्यात
युज्	रुधादि	परस्मैपद	विधिलिङ्	उत्तम	एक	युञ्ज्याम्
युज्	रुधादि	परस्मैपद	विधिलिङ्	उत्तम	द्वि	युञ्ज्याव
युज्	रुधादि	परस्मैपद	विधिलिङ्	उत्तम	बहु	युञ्ज्याम
युज्	रुधादि	परस्मैपद	लृट्	प्रथम	एक	योक्ष्यति
युज्	रुधादि	परस्मैपद	लृट्	प्रथम	द्वि	योक्ष्यतः
युज्	रुधादि	परस्मैपद	लृट्	प्रथम	बहु	योक्ष्यन्ति
युज्	रुधादि	परस्मैपद	लृट्	मध्यम	एक	योक्ष्यसि
युज्	रुधादि	परस्मैपद	लृट्	मध्यम	द्वि	योक्ष्यथः
युज्	रुधादि	परस्मैपद	लृट्	मध्यम	बहु	योक्ष्यथ
युज्	रुधादि	परस्मैपद	लृट्	उत्तम	एक	योक्ष्यामि
युज्	रुधादि	परस्मैपद	लृट्	उत्तम	द्वि	योक्ष्यावः
युज्	रुधादि	परस्मैपद	लृट्	उत्तम	बहु	योक्ष्यामः
युज्	रुधादि	परस्मैपद	लुट्	प्रथम	एक	योक्ता
युज्	रुधादि	परस्मैपद	लुट्	प्रथम	द्वि	योक्तारौ
युज्	रुधादि	परस्मैपद	लुट्	प्रथम	बहु	योक्तारः
युज्	रुधादि	परस्मैपद	लुट्	मध्यम	एक	योक्तासि
युज्	रुधादि	परस्मैपद	लुट्	मध्यम	द्वि	योक्तास्थः
युज्	रुधादि	परस्मैपद	लुट्	मध्यम	बहु	योक्तास्थ
युज्	रुधादि	परस्मैपद	लुट्	उत्तम	एक	योक्तास्मि
युज्	रुधादि	परस्मैपद	लुट्	उत्तम	द्वि	योक्तास्वः
युज्	रुधादि	परस्मैपद	लुट्	उत्तम	बहु	योक्तास्मः
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	युज्यात्
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	युज्यास्ताम्
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	युज्यासुः
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	युज्याः
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	युज्यास्तम्
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	युज्यास्त
