धातु	गण	उपग्रह	लकार	पुरुष	वचनम्	रूपम्
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	युज्यासम्
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	युज्यास्व
युज्	रुधादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	युज्यास्म
युज्	रुधादि	परस्मैपद	लृङ्	प्रथम	एक	अयोक्ष्यत्
युज्	रुधादि	परस्मैपद	लृङ्	प्रथम	द्वि	अयोक्ष्यताम्
युज्	रुधादि	परस्मैपद	लृङ्	प्रथम	बहु	अयोक्ष्यन्
युज्	रुधादि	परस्मैपद	लृङ्	मध्यम	एक	अयोक्ष्यः
युज्	रुधादि	परस्मैपद	लृङ्	मध्यम	द्वि	अयोक्ष्यतम्
युज्	रुधादि	परस्मैपद	लृङ्	मध्यम	बहु	अयोक्ष्यत
युज्	रुधादि	परस्मैपद	लृङ्	उत्तम	एक	अयोक्ष्यम्
युज्	रुधादि	परस्मैपद	लृङ्	उत्तम	द्वि	अयोक्ष्याव
युज्	रुधादि	परस्मैपद	लृङ्	उत्तम	बहु	अयोक्ष्याम
युज्	रुधादि	परस्मैपद	लिट्	प्रथम	एक	युयोज
युज्	रुधादि	परस्मैपद	लिट्	प्रथम	द्वि	युयुजतुः
युज्	रुधादि	परस्मैपद	लिट्	प्रथम	बहु	युयुजुः
युज्	रुधादि	परस्मैपद	लिट्	मध्यम	एक	युयोजिथ
युज्	रुधादि	परस्मैपद	लिट्	मध्यम	द्वि	युयुजथुः
युज्	रुधादि	परस्मैपद	लिट्	मध्यम	बहु	युयुज
युज्	रुधादि	परस्मैपद	लिट्	उत्तम	एक	युयोज
युज्	रुधादि	परस्मैपद	लिट्	उत्तम	द्वि	युयुजिव
युज्	रुधादि	परस्मैपद	लिट्	उत्तम	बहु	युयुजिम
युज्	रुधादि	परस्मैपद	लुङ्	प्रथम	एक	अयौक्षीत्
युज्	रुधादि	परस्मैपद	लुङ्	प्रथम	द्वि	अयौक्ताम्
युज्	रुधादि	परस्मैपद	लुङ्	प्रथम	बहु	अयौक्षुः
युज्	रुधादि	परस्मैपद	लुङ्	मध्यम	एक	अयौक्षीः
युज्	रुधादि	परस्मैपद	लुङ्	मध्यम	द्वि	अयौक्तम्
युज्	रुधादि	परस्मैपद	लुङ्	मध्यम	बहु	अयौक्त
युज्	रुधादि	परस्मैपद	लुङ्	उत्तम	एक	अयौक्षम्
युज्	रुधादि	परस्मैपद	लुङ्	उत्तम	द्वि	अयौक्ष्व
युज्	रुधादि	परस्मैपद	लुङ्	उत्तम	बहु	अयौक्ष्म
कृ	तनादि	परस्मैपद	लट्	प्रथम	एक	करोति
कृ	तनादि	परस्मैपद	लट्	प्रथम	द्वि	कुरुतः
कृ	तनादि	परस्मैपद	लट्	प्रथम	बहु	कुर्वन्ति
कृ	तनादि	परस्मैपद	लट्	मध्यम	एक	करोषि
कृ	तनादि	परस्मैपद	लट्	मध्यम	द्वि	कुरुथः
कृ	तनादि	परस्मैपद	लट्	मध्यम	बहु	कुरुथ
कृ	तनादि	परस्मैपद	लट्	उत्तम	एक	करोमि
कृ	तनादि	परस्मैपद	लट्	उत्तम	द्वि	कुर्वः
कृ	तनादि	परस्मैपद	लट्	उत्तम	बहु	कुर्मः
कृ	तनादि	परस्मैपद	लोट्	प्रथम	एक	करोतु
कृ	तनादि	परस्मैपद	लोट्	प्रथम	द्वि	कुरुतः
कृ	तनादि	परस्मैपद	लोट्	प्रथम	बहु	कुर्वन्तु
कृ	तनादि	परस्मैपद	लोट्	मध्यम	एक	कुरु
कृ	तनादि	परस्मैपद	लोट्	मध्यम	द्वि	कुरुतम्
कृ	तनादि	परस्मैपद	लोट्	मध्यम	बहु	कुरुत
कृ	तनादि	परस्मैपद	लोट्	उत्तम	एक	करवाणि
कृ	तनादि	परस्मैपद	लोट्	उत्तम	द्वि	करवाव
कृ	तनादि	परस्मैपद	लोट्	उत्तम	बहु	करवाम
कृ	तनादि	परस्मैपद	लङ्	प्रथम	एक	अकरोत्
कृ	तनादि	परस्मैपद	लङ्	प्रथम	द्वि	अकुरुताम्
कृ	तनादि	परस्मैपद	लङ्	प्रथम	बहु	अकुर्वन्
कृ	तनादि	परस्मैपद	लङ्	मध्यम	एक	अकरोः
कृ	तनादि	परस्मैपद	लङ्	मध्यम	द्वि	अकुरुतम्
कृ	तनादि	परस्मैपद	लङ्	मध्यम	बहु	अकुरुत
कृ	तनादि	परस्मैपद	लङ्	उत्तम	एक	अकरवम्
कृ	तनादि	परस्मैपद	लङ्	उत्तम	द्वि	अकुर्व
कृ	तनादि	परस्मैपद	लङ्	उत्तम	बहु	अकुर्म
कृ	तनादि	परस्मैपद	विधिलिङ्	प्रथम	एक	कुर्यात्
कृ	तनादि	परस्मैपद	विधिलिङ्	प्रथम	द्वि	कुर्याताम्
कृ	तनादि	परस्मैपद	विधिलिङ्	प्रथम	बहु	कुर्युः
कृ	तनादि	परस्मैपद	विधिलिङ्	मध्यम	एक	कुर्याः
कृ	तनादि	परस्मैपद	विधिलिङ्	मध्यम	द्वि	कुर्यातम्
कृ	तनादि	परस्मैपद	विधिलिङ्	मध्यम	बहु	कुर्यात
कृ	तनादि	परस्मैपद	विधिलिङ्	उत्तम	एक	कुर्याम्
कृ	तनादि	परस्मैपद	विधिलिङ्	उत्तम	द्वि	कुर्याव
कृ	तनादि	परस्मैपद	विधिलिङ्	उत्तम	बहु	कुर्याम
कृ	तनादि	परस्मैपद	लृट्	प्रथम	एक	करिष्यति
कृ	तनादि	परस्मैपद	लृट्	प्रथम	द्वि	करिष्यतः
कृ	तनादि	परस्मैपद	लृट्	प्रथम	बहु	करिष्यन्ति
कृ	तनादि	परस्मैपद	लृट्	मध्यम	एक	करिष्यसि
कृ	तनादि	परस्मैपद	लृट्	मध्यम	द्वि	करिष्यथः
कृ	तनादि	परस्मैपद	लृट्	मध्यम	बहु	करिष्यथ
कृ	तनादि	परस्मैपद	लृट्	उत्तम	एक	करिष्यामि
कृ	तनादि	परस्मैपद	लृट्	उत्तम	द्वि	करिष्यावः
कृ	तनादि	परस्मैपद	लृट्	उत्तम	बहु	करिष्यामः
कृ	तनादि	परस्मैपद	लुट्	प्रथम	एक	कर्ता
कृ	तनादि	परस्मैपद	लुट्	प्रथम	द्वि	कर्तारौ
कृ	तनादि	परस्मैपद	लुट्	प्रथम	बहु	कर्तारः
कृ	तनादि	परस्मैपद	लुट्	मध्यम	एक	कर्तासि
कृ	तनादि	परस्मैपद	लुट्	मध्यम	द्वि	कर्तास्थः
कृ	तनादि	परस्मैपद	लुट्	मध्यम	बहु	कर्तास्थ
कृ	तनादि	परस्मैपद	लुट्	उत्तम	एक	कर्तास्मि
कृ	तनादि	परस्मैपद	लुट्	उत्तम	द्वि	कर्तास्वः
कृ	तनादि	परस्मैपद	लुट्	उत्तम	बहु	कर्तास्मः
कृ	तनादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	क्रियात्
कृ	तनादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	क्रियास्ताम्
कृ	तनादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	क्रियासुः
कृ	तनादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	क्रियाः
कृ	तनादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	क्रियास्तम्
कृ	तनादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	क्रियास्त
कृ	तनादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	क्रियासम्
कृ	तनादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	क्रियास्व
कृ	तनादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	क्रियास्म
कृ	तनादि	परस्मैपद	लृङ्	प्रथम	एक	अकरिष्यत्
कृ	तनादि	परस्मैपद	लृङ्	प्रथम	द्वि	अकरिष्यताम्
कृ	तनादि	परस्मैपद	लृङ्	प्रथम	बहु	अकरिष्यन्
कृ	तनादि	परस्मैपद	लृङ्	मध्यम	एक	अकरिष्यः
कृ	तनादि	परस्मैपद	लृङ्	मध्यम	द्वि	अकरिष्यतम्
कृ	तनादि	परस्मैपद	लृङ्	मध्यम	बहु	अकरिष्यत
कृ	तनादि	परस्मैपद	लृङ्	उत्तम	एक	अकरिष्यम्
कृ	तनादि	परस्मैपद	लृङ्	उत्तम	द्वि	अकरिष्याव
कृ	तनादि	परस्मैपद	लृङ्	उत्तम	बहु	अकरिष्याम
कृ	तनादि	परस्मैपद	लिट्	प्रथम	एक	चकार
कृ	तनादि	परस्मैपद	लिट्	प्रथम	द्वि	चक्रतुः
कृ	तनादि	परस्मैपद	लिट्	प्रथम	बहु	चक्रुः
कृ	तनादि	परस्मैपद	लिट्	मध्यम	एक	चकर्थ
कृ	तनादि	परस्मैपद	लिट्	मध्यम	द्वि	चक्रथुः
कृ	तनादि	परस्मैपद	लिट्	मध्यम	बहु	चक्र
कृ	तनादि	परस्मैपद	लिट्	उत्तम	एक	चकर
कृ	तनादि	परस्मैपद	लिट्	उत्तम	द्वि	चकृव
कृ	तनादि	परस्मैपद	लिट्	उत्तम	बहु	चकृम
कृ	तनादि	परस्मैपद	लुङ्	प्रथम	एक	अकार्षीत्
कृ	तनादि	परस्मैपद	लुङ्	प्रथम	द्वि	अकार्ष्टाम्
कृ	तनादि	परस्मैपद	लुङ्	प्रथम	बहु	बालकाः-बालिकाःअकार्षुः
कृ	तनादि	परस्मैपद	लुङ्	मध्यम	एक	अकार्षीः
कृ	तनादि	परस्मैपद	लुङ्	मध्यम	द्वि	अकार्ष्टम्
कृ	तनादि	परस्मैपद	लुङ्	मध्यम	बहु	अकार्ष्ट
कृ	तनादि	परस्मैपद	लुङ्	उत्तम	एक	अकार्षम्
कृ	तनादि	परस्मैपद	लुङ्	उत्तम	द्वि	अकार्ष्व
कृ	तनादि	परस्मैपद	लुङ्	उत्तम	बहु	अकार्ष्म
क्री	क्र्यादि	परस्मैपद	लट्	प्रथम	एक	क्रीणाति
क्री	क्र्यादि	परस्मैपद	लट्	प्रथम	द्वि	क्रीणीतः
क्री	क्र्यादि	परस्मैपद	लट्	प्रथम	बहु	क्रीणन्ति
क्री	क्र्यादि	परस्मैपद	लट्	मध्यम	एक	क्रीणासि
क्री	क्र्यादि	परस्मैपद	लट्	मध्यम	द्वि	क्रीणीथः
क्री	क्र्यादि	परस्मैपद	लट्	मध्यम	बहु	क्रीणीथ
क्री	क्र्यादि	परस्मैपद	लट्	उत्तम	एक	क्रीणामि
क्री	क्र्यादि	परस्मैपद	लट्	उत्तम	द्वि	क्रीणीवः
क्री	क्र्यादि	परस्मैपद	लट्	उत्तम	बहु	क्रीणीमः
क्री	क्र्यादि	परस्मैपद	लोट्	प्रथम	एक	क्रीणातु
क्री	क्र्यादि	परस्मैपद	लोट्	प्रथम	द्वि	क्रीणीताम्
क्री	क्र्यादि	परस्मैपद	लोट्	प्रथम	बहु	क्रीणन्तु
क्री	क्र्यादि	परस्मैपद	लोट्	मध्यम	एक	क्रीणीहि
क्री	क्र्यादि	परस्मैपद	लोट्	मध्यम	द्वि	क्रीणीतम्
क्री	क्र्यादि	परस्मैपद	लोट्	मध्यम	बहु	क्रीणीत
क्री	क्र्यादि	परस्मैपद	लोट्	उत्तम	एक	क्रीणानि
क्री	क्र्यादि	परस्मैपद	लोट्	उत्तम	द्वि	क्रीणाव
क्री	क्र्यादि	परस्मैपद	लोट्	उत्तम	बहु	क्रीणाम
क्री	क्र्यादि	परस्मैपद	लङ्	प्रथम	एक	अक्रीणात्
क्री	क्र्यादि	परस्मैपद	लङ्	प्रथम	द्वि	अक्रीणीताम्
क्री	क्र्यादि	परस्मैपद	लङ्	प्रथम	बहु	अक्रीणन्
क्री	क्र्यादि	परस्मैपद	लङ्	मध्यम	एक	अक्रीणः
क्री	क्र्यादि	परस्मैपद	लङ्	मध्यम	द्वि	अक्रीणीतम्
क्री	क्र्यादि	परस्मैपद	लङ्	मध्यम	बहु	अक्रीणीत
क्री	क्र्यादि	परस्मैपद	लङ्	उत्तम	एक	अक्रीणाम्
क्री	क्र्यादि	परस्मैपद	लङ्	उत्तम	द्वि	अक्रीणीव
क्री	क्र्यादि	परस्मैपद	लङ्	उत्तम	बहु	अक्रीणीम
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	प्रथम	एक	क्रीणीयात्
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	प्रथम	द्वि	क्रीणीयाताम्
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	प्रथम	बहु	क्रीणीयुः
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	मध्यम	एक	क्रीणीयाः
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	मध्यम	द्वि	क्रीणीयातम्
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	मध्यम	बहु	क्रीणीयात
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	उत्तम	एक	क्रीणीयाम्
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	उत्तम	द्वि	क्रीणीयाव
क्री	क्र्यादि	परस्मैपद	विधिलिङ्	उत्तम	बहु	क्रीणीयाम
क्री	क्र्यादि	परस्मैपद	लृट्	प्रथम	एक	क्रेष्यति
क्री	क्र्यादि	परस्मैपद	लृट्	प्रथम	द्वि	क्रेष्यतः
क्री	क्र्यादि	परस्मैपद	लृट्	प्रथम	बहु	क्रेष्यन्ति
क्री	क्र्यादि	परस्मैपद	लृट्	मध्यम	एक	क्रेष्यसि
क्री	क्र्यादि	परस्मैपद	लृट्	मध्यम	द्वि	क्रेष्यथः
क्री	क्र्यादि	परस्मैपद	लृट्	मध्यम	बहु	क्रेष्यथ
क्री	क्र्यादि	परस्मैपद	लृट्	उत्तम	एक	क्रेष्यामि
क्री	क्र्यादि	परस्मैपद	लृट्	उत्तम	द्वि	क्रेष्यावः
क्री	क्र्यादि	परस्मैपद	लृट्	उत्तम	बहु	क्रेष्यामः
क्री	क्र्यादि	परस्मैपद	लुट्	प्रथम	एक	क्रेता
क्री	क्र्यादि	परस्मैपद	लुट्	प्रथम	द्वि	क्रेतारौ
क्री	क्र्यादि	परस्मैपद	लुट्	प्रथम	बहु	क्रेतारः
क्री	क्र्यादि	परस्मैपद	लुट्	मध्यम	एक	क्रेतासि
क्री	क्र्यादि	परस्मैपद	लुट्	मध्यम	द्वि	क्रेतास्थः
क्री	क्र्यादि	परस्मैपद	लुट्	मध्यम	बहु	क्रेतास्थ
क्री	क्र्यादि	परस्मैपद	लुट्	उत्तम	एक	क्रेतास्मि
क्री	क्र्यादि	परस्मैपद	लुट्	उत्तम	द्वि	क्रेतास्वः
क्री	क्र्यादि	परस्मैपद	लुट्	उत्तम	बहु	क्रेतास्मः
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	क्रीयात्
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	क्रीयास्ताम्
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	क्रीयासुः
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	क्रीयाः
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	क्रीयास्तम्
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	क्रीयास्त
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	क्रीयासम्
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	क्रीयास्व
क्री	क्र्यादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	क्रीयास्म
क्री	क्र्यादि	परस्मैपद	लृङ्	प्रथम	एक	अक्रेष्यत्
क्री	क्र्यादि	परस्मैपद	लृङ्	प्रथम	द्वि	अक्रेष्यताम्
क्री	क्र्यादि	परस्मैपद	लृङ्	प्रथम	बहु	अक्रेष्यन्
क्री	क्र्यादि	परस्मैपद	लृङ्	मध्यम	एक	अक्रेष्यः
क्री	क्र्यादि	परस्मैपद	लृङ्	मध्यम	द्वि	अक्रेष्यतम्
क्री	क्र्यादि	परस्मैपद	लृङ्	मध्यम	बहु	अक्रेष्यत
क्री	क्र्यादि	परस्मैपद	लृङ्	उत्तम	एक	अक्रेष्यम्
क्री	क्र्यादि	परस्मैपद	लृङ्	उत्तम	द्वि	अक्रेष्याव
क्री	क्र्यादि	परस्मैपद	लृङ्	उत्तम	बहु	अक्रेष्याम
क्री	क्र्यादि	परस्मैपद	लिट्	प्रथम	एक	चिक्राय
क्री	क्र्यादि	परस्मैपद	लिट्	प्रथम	द्वि	चिक्रियतुः
क्री	क्र्यादि	परस्मैपद	लिट्	प्रथम	बहु	चिक्रियुः
क्री	क्र्यादि	परस्मैपद	लिट्	मध्यम	एक	चिक्रेथ
क्री	क्र्यादि	परस्मैपद	लिट्	मध्यम	द्वि	चिक्रियथुः
क्री	क्र्यादि	परस्मैपद	लिट्	मध्यम	बहु	चिक्रिय
क्री	क्र्यादि	परस्मैपद	लिट्	उत्तम	एक	चिक्राय
क्री	क्र्यादि	परस्मैपद	लिट्	उत्तम	द्वि	चिक्रियिव
क्री	क्र्यादि	परस्मैपद	लिट्	उत्तम	बहु	चिक्रियिम
क्री	क्र्यादि	परस्मैपद	लुङ्	प्रथम	एक	अक्रैषीत्
क्री	क्र्यादि	परस्मैपद	लुङ्	प्रथम	द्वि	अक्रैष्टाम्
क्री	क्र्यादि	परस्मैपद	लुङ्	प्रथम	बहु	अक्रैषुः
क्री	क्र्यादि	परस्मैपद	लुङ्	मध्यम	एक	अक्रैषीः
क्री	क्र्यादि	परस्मैपद	लुङ्	मध्यम	द्वि	अक्रैष्टम्
क्री	क्र्यादि	परस्मैपद	लुङ्	मध्यम	बहु	अक्रैष्ट
क्री	क्र्यादि	परस्मैपद	लुङ्	उत्तम	एक	अक्रैषम्
क्री	क्र्यादि	परस्मैपद	लुङ्	उत्तम	द्वि	अक्रैष्व
क्री	क्र्यादि	परस्मैपद	लुङ्	उत्तम	बहु	अक्रैष्म
कथ्	चुरादि	परस्मैपद	लट्	प्रथम	एक	कथयति
कथ्	चुरादि	परस्मैपद	लट्	प्रथम	द्वि	कथयतः
कथ्	चुरादि	परस्मैपद	लट्	प्रथम	बहु	कथयन्ति
कथ्	चुरादि	परस्मैपद	लट्	मध्यम	एक	कथयसि
कथ्	चुरादि	परस्मैपद	लट्	मध्यम	द्वि	कथयथः
कथ्	चुरादि	परस्मैपद	लट्	मध्यम	बहु	कथयथ
कथ्	चुरादि	परस्मैपद	लट्	उत्तम	एक	कथयामि
कथ्	चुरादि	परस्मैपद	लट्	उत्तम	द्वि	कथयावः
कथ्	चुरादि	परस्मैपद	लट्	उत्तम	बहु	कथयामः
कथ्	चुरादि	परस्मैपद	लोट्	प्रथम	एक	कथयतु
कथ्	चुरादि	परस्मैपद	लोट्	प्रथम	द्वि	कथयताम्
कथ्	चुरादि	परस्मैपद	लोट्	प्रथम	बहु	कथयन्तु
कथ्	चुरादि	परस्मैपद	लोट्	मध्यम	एक	कथयसि
कथ्	चुरादि	परस्मैपद	लोट्	मध्यम	द्वि	कथयथः
कथ्	चुरादि	परस्मैपद	लोट्	मध्यम	बहु	कथयथ
कथ्	चुरादि	परस्मैपद	लोट्	उत्तम	एक	कथयामि
कथ्	चुरादि	परस्मैपद	लोट्	उत्तम	द्वि	कथयावः
कथ्	चुरादि	परस्मैपद	लोट्	उत्तम	बहु	कथयामः
कथ्	चुरादि	परस्मैपद	लङ्	प्रथम	एक	अकथयत्
कथ्	चुरादि	परस्मैपद	लङ्	प्रथम	द्वि	अकथयताम्
कथ्	चुरादि	परस्मैपद	लङ्	प्रथम	बहु	अकथयन्
कथ्	चुरादि	परस्मैपद	लङ्	मध्यम	एक	अकथयः
कथ्	चुरादि	परस्मैपद	लङ्	मध्यम	द्वि	अकथयतम्
कथ्	चुरादि	परस्मैपद	लङ्	मध्यम	बहु	अकथयत
कथ्	चुरादि	परस्मैपद	लङ्	उत्तम	एक	अकथयम्
कथ्	चुरादि	परस्मैपद	लङ्	उत्तम	द्वि	अकथयाव
कथ्	चुरादि	परस्मैपद	लङ्	उत्तम	बहु	अकथयाम
कथ्	चुरादि	परस्मैपद	विधिलिङ्	प्रथम	एक	कथयेत्
कथ्	चुरादि	परस्मैपद	विधिलिङ्	प्रथम	द्वि	कथयेताम्
कथ्	चुरादि	परस्मैपद	विधिलिङ्	प्रथम	बहु	कथयेयुः
कथ्	चुरादि	परस्मैपद	विधिलिङ्	मध्यम	एक	कथयेः
कथ्	चुरादि	परस्मैपद	विधिलिङ्	मध्यम	द्वि	कथयेतम्
कथ्	चुरादि	परस्मैपद	विधिलिङ्	मध्यम	बहु	कथयेत
कथ्	चुरादि	परस्मैपद	विधिलिङ्	उत्तम	एक	कथयेयम्
कथ्	चुरादि	परस्मैपद	विधिलिङ्	उत्तम	द्वि	कथयेव
कथ्	चुरादि	परस्मैपद	विधिलिङ्	उत्तम	बहु	कथयेम
कथ्	चुरादि	परस्मैपद	लृट्	प्रथम	एक	कथयिष्यति
कथ्	चुरादि	परस्मैपद	लृट्	प्रथम	द्वि	कथयिष्यतः
कथ्	चुरादि	परस्मैपद	लृट्	प्रथम	बहु	कथयिष्यन्ति
कथ्	चुरादि	परस्मैपद	लृट्	मध्यम	एक	कथयिष्यसि
कथ्	चुरादि	परस्मैपद	लृट्	मध्यम	द्वि	कथयिष्यथः
कथ्	चुरादि	परस्मैपद	लृट्	मध्यम	बहु	कथयिष्यथ
कथ्	चुरादि	परस्मैपद	लृट्	उत्तम	एक	कथयिष्यामि
कथ्	चुरादि	परस्मैपद	लृट्	उत्तम	द्वि	कथयिष्यावः
कथ्	चुरादि	परस्मैपद	लृट्	उत्तम	बहु	कथयिष्यामः
कथ्	चुरादि	परस्मैपद	लुट्	प्रथम	एक	कथयिता
कथ्	चुरादि	परस्मैपद	लुट्	प्रथम	द्वि	कथयितारौ
कथ्	चुरादि	परस्मैपद	लुट्	प्रथम	बहु	कथयितारः
कथ्	चुरादि	परस्मैपद	लुट्	मध्यम	एक	कथयितासि
कथ्	चुरादि	परस्मैपद	लुट्	मध्यम	द्वि	कथयितास्थः
कथ्	चुरादि	परस्मैपद	लुट्	मध्यम	बहु	कथयितास्थ
कथ्	चुरादि	परस्मैपद	लुट्	उत्तम	एक	कथयितास्मि
कथ्	चुरादि	परस्मैपद	लुट्	उत्तम	द्वि	कथयितास्वः
कथ्	चुरादि	परस्मैपद	लुट्	उत्तम	बहु	कथयितास्मः
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	प्रथम	एक	कथ्यात्
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	प्रथम	द्वि	कथ्यास्ताम्
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	प्रथम	बहु	कथ्यासुः
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	मध्यम	एक	कथ्याः
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	मध्यम	द्वि	कथ्यास्तम्
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	मध्यम	बहु	कथ्यास्त
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	उत्तम	एक	कथ्यास्मि
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	उत्तम	द्वि	कथ्यास्व
कथ्	चुरादि	परस्मैपद	आशीर्लिङ्	उत्तम	बहु	कथ्यास्म
कथ्	चुरादि	परस्मैपद	लृङ्	प्रथम	एक	अकथयिष्यत्
कथ्	चुरादि	परस्मैपद	लृङ्	प्रथम	द्वि	अकथयिष्यताम्
कथ्	चुरादि	परस्मैपद	लृङ्	प्रथम	बहु	अकथयिष्यन्
कथ्	चुरादि	परस्मैपद	लृङ्	मध्यम	एक	अकथयिष्यः
कथ्	चुरादि	परस्मैपद	लृङ्	मध्यम	द्वि	अकथयिष्यतम्
कथ्	चुरादि	परस्मैपद	लृङ्	मध्यम	बहु	अकथयिष्यत
कथ्	चुरादि	परस्मैपद	लृङ्	उत्तम	एक	अकथयिष्यम्
कथ्	चुरादि	परस्मैपद	लृङ्	उत्तम	द्वि	अकथयिष्याव
कथ्	चुरादि	परस्मैपद	लृङ्	उत्तम	बहु	अकथयिष्याम
कथ्	चुरादि	परस्मैपद	लिट्	प्रथम	एक	कथयाञ्चकार
कथ्	चुरादि	परस्मैपद	लिट्	प्रथम	द्वि	कथयाञ्चक्रतुः
कथ्	चुरादि	परस्मैपद	लिट्	प्रथम	बहु	कथयाञ्चक्रुः
कथ्	चुरादि	परस्मैपद	लिट्	मध्यम	एक	कथयाञ्चकर्थ
कथ्	चुरादि	परस्मैपद	लिट्	मध्यम	द्वि	कथयाञ्चक्रथुः
कथ्	चुरादि	परस्मैपद	लिट्	मध्यम	बहु	कथयाञ्चक्र
कथ्	चुरादि	परस्मैपद	लिट्	उत्तम	एक	चकर
कथ्	चुरादि	परस्मैपद	लिट्	उत्तम	द्वि	कथयाञ्चकृव
कथ्	चुरादि	परस्मैपद	लिट्	उत्तम	बहु	कथयाञ्चकृम
कथ्	चुरादि	परस्मैपद	लुङ्	प्रथम	एक	अचकथत्
कथ्	चुरादि	परस्मैपद	लुङ्	प्रथम	द्वि	अचकथताम्
कथ्	चुरादि	परस्मैपद	लुङ्	प्रथम	बहु	अचकथन्
कथ्	चुरादि	परस्मैपद	लुङ्	मध्यम	एक	अचकथाः
कथ्	चुरादि	परस्मैपद	लुङ्	मध्यम	द्वि	अचकथतम्
कथ्	चुरादि	परस्मैपद	लुङ्	मध्यम	बहु	अचकथत
कथ्	चुरादि	परस्मैपद	लुङ्	उत्तम	एक	अचकथम्
कथ्	चुरादि	परस्मैपद	लुङ्	उत्तम	द्वि	अचकथाव
कथ्	चुरादि	परस्मैपद	लुङ्	उत्तम	बहु	अचकथाम
